"Building_Class","Zoning_Class","Lot_Extent","Lot_Size","Road_Type","Lane_Type","Property_Shape","Land_Outline","Lot_Configuration","Property_Slope","Neighborhood","Condition1","Condition2","House_Type","House_Design","Overall_Material","House_Condition","Construction_Year","Roof_Design","Roof_Quality","Exterior1st","Exterior2nd","Brick_Veneer_Type","Brick_Veneer_Area","Exterior_Material","Exterior_Condition","Foundation_Type","Basement_Height","Basement_Condition","Exposure_Level","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","Total_Basement_Area","Heating_Type","Heating_Quality","Air_Conditioning","Electrical_System","First_Floor_Area","Second_Floor_Area","LowQualFinSF","Grade_Living_Area","Underground_Full_Bathroom","Underground_Half_Bathroom","Full_Bathroom_Above_Grade","Half_Bathroom_Above_Grade","Bedroom_Above_Grade","Kitchen_Quality","Rooms_Above_Grade","Functional_Rate","Fireplaces","Fireplace_Quality","Garage","Garage_Built_Year","Garage_Finish","Garage_Size","Garage_Quality","Pavedd_Drive","W_Deck_Area","Open_Lobby_Area","Enclosed_Lobby_Area","Three_Season_Lobby_Area","Screen_Lobby_Area","Pool_Area","Pool_Quality","Fence_Quality","Miscellaneous_Feature","Miscellaneous_Value","Month_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price"
120,"RLD",60,13221.95967,1,"None",0,"HLS","I",0,"StoneBr","PosN","PosN","TwnhsE","1Story",9,5,2007,"Hip","SS","MetalSd","MetalSd",1,178,5,3,"PC",5,3,4,6,1034,1,676,1710,"GasA",5,1,"SBrkr",1710,0,0,1710,1,0,2,0,2,5,6,10,1,4,"Attchd",2007,2,2,3,2,156,48,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",281471.344466667
20,"RLD",64,23178.4526,1,"None",1,"Lvl","I",0,"Gilbert","Norm","Norm","1Fam","1Story",6,5,1950,"Hip","SS","AsbShng","AsbShng",1,44,3,3,"CB",3,3,1,1,0,1,1488,1488,"GasA",4,1,"SBrkr",1488,0,0,1488,0,0,2,1,3,3,6,10,1,3,"Attchd",1950,2,2,3,2,0,0,180,0,0,0,0,"None","None",0,7,2008,"WD","Family",173614.468233333
20,"RLD",63,15788.78596,1,"None",1,"Lvl","I",0,"NWAmes","Norm","Norm","1Fam","1Story",7,6,1988,"Gable","SS","Plywood","Wd Sdng",1,102,4,3,"CB",4,4,2,6,983,1,692,1675,"GasA",5,1,"SBrkr",1688,0,0,1688,1,0,2,0,2,5,6,10,1,5,"Attchd",1988,2,2,3,2,0,48,0,0,141,0,0,"None","None",0,6,2008,"WD","Normal",233174.9677
20,"RLD",80,13513.63199,1,"None",1,"Lvl","I",0,"NWAmes","Norm","Norm","1Fam","1Story",7,7,1983,"Gable","SS","WdShing","Plywood",1,174,4,3,"CB",4,3,2,6,747,1,513,1260,"GasA",3,1,"SBrkr",1260,0,0,1260,1,0,2,0,3,3,6,10,0,0,"Attchd",1983,1,2,3,2,152,0,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",176824.6739
20,"RLD",56,20999.46375,1,"None",1,"Lvl","CulDSac",0,"NWAmes","Norm","Norm","1Fam","1Story",7,5,1978,"Hip","SS","Plywood","Plywood",1,383,4,4,"CB",4,3,1,6,1206,3,656,2048,"GasA",3,1,"SBrkr",2064,0,0,2064,1,0,2,0,3,4,7,10,2,2,"Attchd",1978,3,2,3,2,200,0,0,0,0,0,0,"None","None",0,8,2008,"WD","Normal",242511.3503
20,"RLD",85,14111.11864,1,"None",0,"Lvl","I",0,"NWAmes","Norm","Norm","1Fam","1Story",7,5,1979,"Hip","SS","Plywood","Plywood",1,194,4,3,"CB",4,2,1,5,864,2,469,1782,"GasA",3,1,"SBrkr",1782,0,0,1782,0,1,2,0,3,4,6,10,1,3,"Attchd",1979,3,2,3,2,467,0,0,0,0,0,0,"None","None",0,3,2008,"WD","Normal",225504.462033333
20,"RLD",90,17853.27879,1,"None",0,"Lvl","C",0,"NWAmes","Norm","Norm","1Fam","1Story",6,5,1976,"Hip","SS","HdBoard","HdBoard",1,621,3,3,"PC",4,3,1,5,890,3,273,1211,"GasA",3,1,"SBrkr",1211,0,0,1211,1,0,2,0,3,4,6,10,1,1,"Attchd",1976,3,2,3,2,0,0,0,174,0,0,0,"MnPrv","None",0,11,2008,"WD","Normal",170060.625966667
60,"RLD",80,3653.913518,1,"None",0,"Lvl","I",0,"NWAmes","Norm","Norm","1Fam","2Story",7,6,1980,"Gable","SS","HdBoard","HdBoard",1,280,3,3,"CB",4,3,2,1,0,1,738,738,"GasA",3,1,"SBrkr",1277,767,0,2044,0,0,2,1,3,3,7,4,1,3,"Attchd",1980,1,2,3,2,28,73,0,0,0,0,0,"None","None",0,3,2008,"WD","Normal",192955.866766667
60,"RLD",75,4387.705525,1,"None",0,"Lvl","I",0,"NWAmes","Norm","Norm","1Fam","2Story",5,6,1969,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"CB",3,2,1,4,280,1,440,720,"GasA",4,1,"SBrkr",720,588,0,1308,0,0,1,1,3,3,7,10,0,0,"Detchd",1969,1,2,3,2,0,0,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",146019.4686
60,"RLD",80,15094.37139,1,"None",1,"Lvl","C",0,"NWAmes","Norm","Norm","1Fam","2Story",7,7,1978,"Mansard","WS","Plywood","Plywood",1,168,4,3,"PC",4,3,1,5,988,1,432,1420,"GasA",5,1,"SBrkr",1420,1420,0,2840,0,1,2,1,4,4,8,5,2,4,"Attchd",1978,3,4,3,2,0,16,0,0,208,0,0,"MnPrv","None",0,12,2008,"WD","Normal",254293.027066667
20,"RLD",80,3346.711327,1,"None",0,"Lvl","I",0,"NWAmes","Norm","Norm","1Fam","1Story",6,5,1976,"Gable","SS","HdBoard","HdBoard",1,120,3,3,"CB",3,3,1,1,0,1,1444,1444,"GasA",3,1,"SBrkr",1444,0,0,1444,0,0,2,0,2,3,5,10,1,4,"Attchd",1976,1,2,3,2,0,24,0,0,0,0,0,"GdWo","None",0,4,2008,"WD","Normal",173630.179533333
60,"RLD",80,10701.76427,1,"None",1,"Lvl","FR3P",0,"NWAmes","Norm","Norm","1Fam","2Story",8,5,1996,"Gable","SS","VinylSd","VinylSd",1,402,4,3,"PC",4,3,1,6,1023,1,213,1236,"GasA",5,1,"SBrkr",1236,1104,0,2340,1,0,2,1,4,4,9,10,1,4,"Attchd",1996,2,3,3,2,192,180,218,0,0,0,0,"GdPrv","None",0,6,2008,"WD","Normal",273051.374933333
90,"RLD",60,13268.47918,1,"None",0,"Lvl","FR2P",0,"NAmes","Norm","Norm","Duplex","2Story",5,5,1974,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"CB",4,3,2,1,0,1,896,896,"GasA",3,1,"SBrkr",896,896,0,1792,0,0,2,2,4,3,8,10,0,0,"Detchd",1982,1,2,3,2,0,45,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",142172.1049
20,"RLD",68,10208.35323,1,"None",0,"Lvl","FR2P",0,"NAmes","Norm","Norm","1Fam","1Story",4,6,1969,"Gable","SS","HdBoard","HdBoard",1,72,3,3,"CB",4,3,2,3,252,1,684,936,"GasA",3,1,"SBrkr",936,0,0,936,0,0,1,0,2,3,4,10,0,0,"Attchd",1969,1,1,3,2,16,0,0,0,0,0,0,"None","None",0,9,2008,"COD","Normal",120039.6568
20,"RLD",63,9304.843415,1,"None",0,"Lvl","I",0,"NAmes","Norm","Norm","1Fam","1Story",5,5,1971,"Hip","SS","MetalSd","MetalSd",0,0,3,3,"CB",4,3,1,3,119,5,132,864,"GasA",3,1,"SBrkr",864,0,0,864,1,0,1,0,3,3,5,10,0,0,"Detchd",1977,1,2,3,2,0,0,0,0,0,0,0,"None","None",0,5,2008,"WD","Normal",122313.598866667
160,"RMD",21,13022.66081,1,"None",0,"Lvl","I",0,"BrDale","NoRMD","NoRMD","Twnhs","2Story",6,5,1973,"Gable","SS","HdBoard","HdBoard",1,359,3,3,"CB",3,3,1,2,458,1,25,483,"GasA",3,1,"SBrkr",483,504,0,987,0,1,1,1,2,3,5,10,0,0,"Detchd",1973,1,1,3,2,52,0,0,0,0,0,0,"None","None",0,2,2008,"WD","NoRMDal",101556.041666667
160,"RMD",21,11804.24388,1,"None",0,"Lvl","I",0,"BrDale","NoRMD","NoRMD","Twnhs","2Story",6,6,1972,"Gable","SS","HdBoard","HdBoard",1,422,3,3,"CB",3,3,1,2,483,1,0,483,"GasA",4,1,"SBrkr",483,504,0,987,0,0,1,1,2,3,5,10,0,0,"Detchd",1975,1,1,3,2,411,0,0,0,0,0,0,"None","None",0,4,2008,"WD","NoRMDal",104258.625
160,"RMD",21,11925.25422,1,"None",0,"Lvl","I",0,"BrDale","NoRMD","NoRMD","Twnhs","2Story",5,5,1972,"Gable","SS","HdBoard","HdBoard",1,356,3,3,"CB",3,3,1,3,350,1,280,630,"GasA",3,1,"SBrkr",630,672,0,1302,0,0,2,1,3,3,6,10,0,0,"Detchd",1972,1,1,3,2,0,0,0,0,0,0,0,"None","None",0,12,2008,"WD","NoRMDal",117343.634833333
160,"RLD",24,12653.76003,1,"None",0,"Lvl","FR2P",0,"NPkVill","Norm","Norm","TwnhsE","2Story",6,6,1975,"Gable","SS","Plywood","Brk Cmn",0,0,3,3,"CB",4,3,1,5,286,2,275,855,"GasA",4,1,"SBrkr",855,601,0,1456,0,0,2,1,4,3,7,10,0,0,"Attchd",1975,2,2,3,2,0,0,0,0,0,0,0,"None","None",0,5,2008,"WD","Normal",153111.896566667
120,"RLD",24,2629.799108,1,"None",0,"Lvl","I",0,"NPkVill","Norm","Norm","Twnhs","1Story",7,6,1977,"Gable","SS","Plywood","Brk Cmn",0,0,3,3,"CB",4,3,1,5,378,1,677,1055,"GasA",2,1,"SBrkr",1055,0,0,1055,0,0,2,0,2,3,4,10,0,0,"Attchd",1977,1,2,3,2,0,38,0,0,0,0,0,"None","None",0,9,2008,"WD","Normal",150386.634333333
20,"RLD",98,8129.390852,1,"None",0,"Lvl","I",0,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,"Hip","SS","VinylSd","VinylSd",2,302,4,3,"PC",5,3,1,6,1012,1,570,1582,"GasA",5,1,"SBrkr",1582,0,0,1582,1,0,2,0,3,4,7,10,0,0,"Attchd",2007,3,3,3,2,209,95,0,0,0,0,0,"None","None",0,1,2008,"New","Partial",266733.244766667
20,"RLD",105,15166.29891,1,"None",0,"Lvl","I",0,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,"Hip","SS","VinylSd","VinylSd",2,554,4,3,"PC",5,3,4,6,1728,4,195,2418,"GasA",5,1,"SBrkr",2464,0,0,2464,1,0,2,1,4,5,9,10,1,5,"Attchd",2007,3,3,3,2,358,78,0,0,0,0,0,"None","None",0,8,2008,"WD","Normal",297894.7059
20,"RLD",104,12850.0022,1,"None",1,"Lvl","I",0,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2007,"Hip","SS","VinylSd","VinylSd",1,480,5,3,"PC",5,3,4,6,1375,1,575,1950,"GasA",5,1,"SBrkr",1950,0,0,1950,1,0,2,0,2,5,7,10,1,4,"Attchd",2007,3,3,3,2,156,207,0,0,0,0,0,"None","None",0,5,2008,"WD","Normal",306557.094566667
60,"RLD",108,7151.256461,1,"None",0,"Lvl","I",0,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,"Hip","SS","VinylSd","VinylSd",1,270,4,3,"PC",5,3,4,6,1420,1,430,1850,"GasA",5,1,"SBrkr",1850,898,0,2748,1,0,2,1,4,5,9,10,1,4,"BuiltIn",2006,3,3,3,2,212,182,0,0,0,0,0,"None","None",0,10,2008,"WD","Abnorml",298188.1748
60,"RLD",96,17092.96334,1,"None",0,"Lvl","I",0,"NridgHt","PosN","Norm","1Fam","2Story",10,5,2005,"Hip","SS","CemntBd","CmentBd",1,468,5,3,"PC",5,3,4,6,1082,1,538,1620,"GasA",5,1,"SBrkr",1632,1158,0,2790,1,0,2,1,4,5,10,10,1,5,"BuiltIn",2005,3,4,3,2,30,200,0,0,192,0,0,"None","None",0,6,2008,"WD","Normal",301878.324666667
60,"RLD",102,10474.2198,1,"None",1,"Lvl","I",0,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,"Gable","SS","CemntBd","CmentBd",1,368,4,3,"PC",5,3,3,6,1249,1,165,1414,"GasA",5,1,"SBrkr",1414,917,0,2331,1,0,2,1,3,5,9,10,1,4,"BuiltIn",2005,3,3,3,2,192,63,0,0,0,0,0,"None","None",0,8,2008,"WD","Normal",303100.532766667
60,"RLD",74,18463.05896,1,"None",0,"Lvl","I",0,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,"Hip","SS","VinylSd","VinylSd",2,108,5,3,"PC",4,3,3,6,40,1,908,948,"GasA",5,1,"SBrkr",948,1140,0,2088,0,0,2,1,4,4,10,10,1,4,"BuiltIn",2007,3,3,3,2,100,24,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",252867.229133333
60,"RLD",85,7816.067298,1,"None",1,"Lvl","I",0,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,"Gable","SS","VinylSd","VinylSd",2,126,4,3,"PC",5,3,1,6,856,1,292,1148,"GasA",5,1,"SBrkr",1170,1162,0,2332,1,0,2,1,4,5,9,10,1,4,"BuiltIn",2004,3,3,3,2,224,142,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",295035.88
20,"RLD",106,936.8070646,1,"None",0,"HLS","I",1,"NridgHt","Norm","Norm","1Fam","1Story",10,5,2003,"Hip","SS","MetalSd","MetalSd",2,680,5,3,"PC",5,3,4,6,2257,1,278,2535,"GasA",5,1,"SBrkr",2470,0,0,2470,2,0,1,1,1,5,7,10,2,4,"Attchd",2003,3,3,3,2,154,65,0,0,216,144,3,"None","None",0,2,2008,"WD","Normal",283359.382466667
20,"RLD",92,10602.88584,1,"None",1,"Lvl","C",0,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2003,"Gable","SS","VinylSd","VinylSd",1,504,4,3,"PC",4,3,2,6,1149,1,454,1603,"GasA",5,1,"SBrkr",1575,0,0,1575,1,0,2,0,2,4,7,10,1,3,"Attchd",2003,3,3,3,2,216,28,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",269135.558866667
60,"RLD",130,9793.143,1,"None",0,"Lvl","I",0,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2001,"Gable","SS","VinylSd","VinylSd",1,1110,4,3,"PC",5,3,2,6,1075,1,404,1479,"GasA",5,1,"SBrkr",1515,1134,0,2649,1,0,2,1,4,4,10,10,1,3,"Attchd",2001,3,3,3,2,0,60,0,0,0,0,0,"None","None",0,1,2008,"WD","Normal",292777.108233333
60,"RLD",112,14575.10715,1,"None",1,"Lvl","C",0,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2003,"Gable","SS","VinylSd","VinylSd",1,221,4,3,"PC",5,3,4,1,0,1,1765,1765,"GasA",5,1,"SBrkr",1804,886,0,2690,0,0,2,1,4,4,9,10,1,4,"BuiltIn",2003,3,3,3,2,268,58,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",283467.170366667
120,"RLD",58,17079.71776,1,"None",1,"Lvl","I",0,"NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2008,"Hip","SS","MetalSd","MetalSd",1,492,5,3,"PC",4,3,1,6,372,1,1486,1858,"GasA",5,1,"SBrkr",1866,0,0,1866,1,0,2,0,2,5,7,10,1,4,"Attchd",2008,3,3,3,2,0,48,0,0,0,0,0,"None","None",0,11,2008,"New","Partial",280138.1473
120,"RLD",135,3971.157401,1,"None",3,"Lvl","C",0,"NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,"Gable","SS","VinylSd","VinylSd",2,144,4,3,"PC",4,3,1,6,20,1,1347,1367,"GasA",5,1,"SBrkr",1367,0,0,1367,0,0,2,0,2,4,6,10,1,4,"Attchd",2005,2,2,3,2,0,33,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",195128.339333333
120,"RLD",89,9017.623105,1,"None",1,"Lvl","I",0,"NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2007,"Hip","SS","MetalSd","MetalSd",1,714,5,3,"PC",5,3,1,6,1204,1,596,1800,"GasA",5,1,"SBrkr",1800,0,0,1800,1,0,2,0,2,5,6,10,1,4,"Attchd",2008,2,3,3,2,210,0,0,0,0,0,0,"None","None",0,6,2008,"New","Partial",296918.144966667
120,"RLD",48,19221.16842,1,"None",0,"Lvl","I",0,"NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,"Hip","SS","MetalSd","MetalSd",1,176,4,3,"PC",4,3,1,6,846,1,496,1342,"GasA",5,1,"SBrkr",1342,0,0,1342,1,0,2,0,2,4,6,10,1,4,"Attchd",2007,3,2,3,2,0,35,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",230273.9018
120,"RLD",48,11590.73262,1,"None",0,"Lvl","I",0,"NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,"Hip","SS","MetalSd","MetalSd",1,196,4,3,"PC",4,3,1,6,24,1,1318,1342,"GasA",5,1,"SBrkr",1342,0,0,1342,0,0,2,0,2,4,6,10,1,4,"Attchd",2007,2,2,3,2,0,35,0,0,0,0,0,"None","None",0,2,2008,"WD","Normal",219782.184466667
160,"RLD",36,2034.744219,1,"None",0,"Lvl","I",0,"NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,"Gable","SS","VinylSd","Wd Shng",2,106,4,3,"PC",4,3,1,1,0,1,764,764,"GasA",5,1,"SBrkr",764,862,0,1626,0,0,2,1,2,4,6,10,0,0,"BuiltIn",2003,2,2,3,2,0,27,0,0,0,0,0,"None","None",0,10,2008,"WD","Normal",170020.927766667
120,"RLD",43,3921.447501,1,"None",0,"Lvl","I",0,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2003,"Gable","SS","VinylSd","VinylSd",1,143,4,3,"PC",4,3,4,6,1073,1,342,1415,"GasA",5,1,"SBrkr",1455,0,0,1455,1,0,2,0,2,4,6,10,1,3,"Attchd",2003,3,3,3,2,156,20,0,0,144,0,0,"None","None",0,8,2008,"WD","Normal",210893.4493
120,"RMD",43,16525.10451,1,"None",0,"Lvl","I",0,"Blmngtn","NoRMD","NoRMD","TwnhsE","1Story",7,5,2004,"Hip","SS","VinylSd","VinylSd",1,24,4,3,"PC",4,3,1,6,1087,1,306,1393,"GasA",5,1,"SBrkr",1576,0,0,1576,1,0,2,0,2,4,7,10,1,3,"Attchd",2004,2,3,3,2,143,20,0,0,0,0,0,"None","None",0,5,2008,"WD","NoRMDal",217580.9131
20,"RLD",53,15515.29077,1,"None",0,"Lvl","I",0,"Blmngtn","Norm","Norm","1Fam","1Story",7,5,2007,"Gable","SS","WdShing","Wd Shng",1,20,4,3,"PC",4,3,4,1,0,1,1146,1146,"GasA",5,1,"SBrkr",1246,0,0,1246,0,0,2,0,2,4,5,10,1,4,"Attchd",2007,3,2,3,2,100,24,0,0,0,0,0,"None","None",0,3,2008,"New","Partial",179113.933266667
60,"RLD",80,3608.938699,1,"None",1,"Lvl","I",0,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2004,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,1,1,0,1,789,789,"GasA",5,1,"SBrkr",813,702,0,1515,0,0,2,1,3,4,8,10,1,4,"Attchd",2004,3,2,3,2,0,75,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",176519.6241
60,"RLD",64,13292.81276,1,"None",1,"Lvl","I",0,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2002,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,1,1,0,1,840,840,"GasA",5,1,"SBrkr",840,880,0,1720,0,0,2,1,3,4,7,10,1,4,"BuiltIn",2002,3,2,3,2,138,48,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",196801.315066667
60,"RLD",64,10852.41258,1,"None",1,"Lvl","I",0,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,"Gable","SS","VinylSd","VinylSd",1,196,4,3,"PC",4,3,1,1,0,1,847,847,"GasA",5,1,"SBrkr",847,1139,0,1986,0,0,2,1,4,4,9,10,1,4,"BuiltIn",2003,3,2,3,2,120,48,0,0,0,0,0,"None","None",0,5,2008,"WD","Normal",221661.336333333
120,"RLD",55,5658.936996,1,"None",1,"Lvl","I",0,"NridgHt","Norm","Norm","TwnhsE","1Story",7,6,2007,"Gable","SS","VinylSd","VinylSd",2,176,4,3,"PC",4,3,1,6,876,1,474,1350,"GasA",5,1,"SBrkr",1358,0,0,1358,1,0,2,0,2,4,6,10,1,4,"Attchd",2008,2,2,3,2,192,26,0,0,0,0,0,"None","None",0,11,2008,"New","Partial",216273.756666667
60,"RLD",71,10371.97266,1,"None",1,"Lvl","I",0,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2000,"Gable","SS","VinylSd","VinylSd",1,647,4,3,"PC",4,3,3,6,544,1,438,982,"GasA",5,1,"SBrkr",1008,884,0,1892,0,0,2,1,3,3,8,10,1,3,"Attchd",2000,2,2,3,2,108,0,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",216738.004366667
60,"RLD",64,16697.86138,1,"None",0,"Lvl","I",0,"Gilbert","RRAn","Norm","1Fam","2Story",7,5,2002,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,1,1,0,1,707,707,"GasA",5,1,"SBrkr",707,707,0,1414,0,0,2,1,3,4,6,10,1,4,"Attchd",2002,3,2,3,2,100,35,0,0,0,0,0,"None","None",0,4,2008,"WD","Normal",175116.035266667
60,"RLD",41,17807.47024,1,"None",1,"Lvl","FR2P",0,"Gilbert","RRAn","Norm","1Fam","2Story",7,5,1999,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,1,6,870,1,167,1037,"GasA",5,1,"SBrkr",1037,1285,0,2322,0,0,2,1,4,3,8,10,1,3,"BuiltIn",1999,3,2,3,2,144,44,0,0,0,0,0,"None","None",0,5,2008,"WD","Normal",238280.3097
60,"RLD",77,10759.83029,1,"None",1,"Lvl","I",0,"Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"PC",4,3,1,1,0,1,831,831,"GasA",5,1,"SBrkr",873,778,0,1651,0,0,2,1,3,3,7,10,1,3,"BuiltIn",1999,3,2,3,2,0,103,0,0,0,0,0,"None","None",0,5,2008,"WD","Normal",182655.438133333
75,"RLD",84,9921.809634,1,"None",0,"Lvl","I",0,"NoRidge","Norm","Norm","1Fam","2.5Unf",8,5,1997,"Hip","SS","HdBoard","HdBoard",1,1290,4,3,"PC",4,3,1,1,0,1,1173,1173,"GasA",5,1,"SBrkr",1182,1017,0,2199,0,0,2,1,3,4,9,10,1,3,"Attchd",1997,3,2,3,2,0,131,0,0,0,0,0,"None","None",0,9,2008,"WD","Normal",265921.110866667
60,"RLD",89,17403.71687,1,"None",0,"Lvl","FR2P",0,"NoRidge","Norm","Norm","1Fam","2Story",9,5,2000,"Hip","SS","VinylSd","VinylSd",1,295,4,3,"PC",5,3,2,1,0,1,1519,1519,"GasA",5,1,"SBrkr",1533,639,0,2172,0,0,2,1,4,5,8,10,1,3,"BuiltIn",2000,2,3,3,2,162,153,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",284149.5873
20,"RLD",136,10739.99,1,"None",1,"Lvl","I",0,"NoRidge","Norm","Norm","1Fam","1Story",8,5,1998,"Gable","SS","VinylSd","VinylSd",1,495,4,3,"PC",4,3,3,6,1660,1,322,1982,"GasA",5,1,"SBrkr",2006,0,0,2006,1,0,2,0,2,4,5,10,1,3,"Attchd",1998,3,3,3,2,144,33,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",290295.028066667
60,"RLD",97,9801.166566,1,"None",1,"Lvl","CulDSac",0,"NoRidge","Norm","Norm","1Fam","2Story",7,5,1996,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",5,3,1,6,851,1,213,1064,"GasA",5,1,"SBrkr",1064,1061,0,2125,1,0,2,1,4,4,12,10,2,3,"Attchd",1996,2,2,3,2,168,0,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",265275.1705
60,"RLD",89,15913.22434,1,"None",1,"Lvl","CulDSac",0,"NoRidge","Norm","Norm","1Fam","2Story",8,7,1995,"Gable","SS","VinylSd","VinylSd",1,466,4,3,"PC",4,3,3,1,0,1,1242,1242,"GasA",5,1,"SBrkr",1251,1250,0,2501,0,0,2,1,4,4,9,10,1,3,"Attchd",1995,2,3,3,2,192,87,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",288090.9204
60,"RLD",91,8529.396319,1,"None",0,"Lvl","I",0,"NoRidge","Norm","Norm","1Fam","2Story",7,5,1993,"Hip","WS","VinylSd","VinylSd",1,320,4,3,"PC",4,3,3,4,228,6,0,1080,"GasA",5,1,"SBrkr",1108,1089,0,2197,1,0,2,1,4,4,9,10,1,4,"Attchd",1993,3,3,3,2,385,99,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",264420.579366667
20,"RLD",74,-2220.011136,1,"None",1,"Lvl","I",0,"Somerst","RRAn","Norm","1Fam","1Story",7,5,2006,"Gable","SS","VinylSd","VinylSd",1,128,4,3,"PC",5,3,1,6,1096,1,482,1578,"GasA",4,1,"SBrkr",1578,0,0,1578,1,0,2,0,3,4,7,10,1,4,"Attchd",2006,1,3,3,2,0,26,0,0,0,0,0,"None","None",0,5,2008,"WD","Normal",242191.595166667
60,"RLD",73,12094.97097,1,"None",0,"Lvl","I",0,"Somerst","Norm","Norm","1Fam","2Story",8,5,2007,"Gable","SS","VinylSd","VinylSd",2,156,4,3,"PC",4,3,3,1,0,1,1341,1341,"GasA",5,1,"SBrkr",1341,520,0,1861,0,0,3,0,3,4,7,10,1,4,"BuiltIn",2007,2,3,3,2,144,60,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",252034.564133333
60,"RLD",80,7328.131833,1,"None",0,"Lvl","I",0,"Somerst","Norm","Norm","1Fam","2Story",8,5,2007,"Hip","SS","VinylSd","VinylSd",2,310,4,3,"PC",4,3,3,6,729,1,226,955,"GasA",5,1,"SBrkr",955,919,0,1874,1,0,2,1,3,4,8,10,1,4,"Attchd",2007,3,3,3,2,168,108,0,0,0,0,0,"None","None",0,2,2008,"New","Partial",244057.166966667
20,"RLD",87,23388.54103,1,"None",0,"Lvl","C",0,"Somerst","Feedr","Norm","1Fam","1Story",8,5,2006,"Hip","SS","VinylSd","VinylSd",0,0,4,3,"PC",5,3,1,6,666,1,794,1460,"GasA",5,1,"SBrkr",1460,0,0,1460,0,0,2,0,3,4,6,10,1,4,"Attchd",2006,3,2,3,2,0,20,0,0,0,0,0,"None","None",0,8,2008,"WD","Normal",227447.887766667
20,"FVR",72,3247.927779,1,"None",0,"Lvl","I",0,"Somerst","Norm","Norm","1Fam","1Story",8,5,2007,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,1,6,24,1,1339,1363,"GasA",5,1,"SBrkr",1372,0,0,1372,0,0,2,0,3,4,6,10,0,0,"Attchd",2008,2,2,3,2,192,113,0,0,0,0,0,"None","None",0,7,2008,"New","Partial",213353.497266667
20,"FVR",85,15724.02128,1,"None",0,"Lvl","I",0,"Somerst","Norm","Norm","1Fam","1Story",8,5,2007,"Gable","SS","VinylSd","VinylSd",1,292,4,3,"PC",4,3,3,1,0,1,1660,1660,"GasA",5,1,"SBrkr",1660,0,0,1660,0,0,2,0,3,4,7,10,1,4,"Attchd",2007,3,3,3,2,133,120,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",254560.455233333
